Gene_ID	Gene_Name	Cross-validated R2	Number of Neigbors	Weights	P	Population
ENSG00000072062.9	PRKACA	-0.0489957831799357	31	uniform	3	AFA
ENSG00000128908.11	INO80	-0.048986826561902	29	uniform	3	AFA
ENSG00000060642.6	PIGV	-0.0489836318961821	25	uniform	2	AFA
ENSG00000127124.9	HIVEP3	-0.0489743354811767	23	uniform	3	AFA
ENSG00000176853.11	FAM91A1	-0.048947872345199	31	uniform	2	AFA
ENSG00000131873.5	CHSY1	-0.0489372066629991	31	uniform	1	AFA
ENSG00000156650.8	KAT6B	-0.0489209185270036	31	uniform	1	AFA
ENSG00000143079.9	CTTNBP2NL	-0.0488929947937195	31	uniform	1	AFA
ENSG00000159387.7	IRX6	-0.0488779870953915	27	uniform	3	AFA
ENSG00000133641.13	C12orf29	-0.0488626564241433	29	uniform	1	AFA
ENSG00000149599.11	DUSP15	-0.0488607415965731	31	uniform	1	AFA
ENSG00000173542.4	MOB1B	-0.0488604861522467	31	uniform	1	AFA
ENSG00000162664.11	ZNF326	-0.0488591299438128	27	uniform	3	AFA
ENSG00000102886.10	GDPD3	-0.0488572779158003	27	uniform	1	AFA
ENSG00000054611.9	TBC1D22A	-0.0488299089553389	29	uniform	3	AFA
ENSG00000196150.9	ZNF250	-0.0488176826931239	25	distance	3	AFA
ENSG00000131378.9	RFTN1	-0.0487838288928117	31	distance	3	AFA
ENSG00000125817.7	CENPB	-0.0487811169815428	31	uniform	2	AFA
ENSG00000159388.5	BTG2	-0.0487726416019381	31	uniform	1	AFA
ENSG00000140749.7	IGSF6	-0.0487710731664758	31	uniform	3	AFA
ENSG00000144048.6	DUSP11	-0.0487699228483724	23	uniform	2	AFA
ENSG00000145020.10	AMT	-0.048730235817168	29	distance	2	AFA
ENSG00000166508.13	MCM7	-0.0487237361336483	29	uniform	2	AFA
ENSG00000167720.8	SRR	-0.0486958091103106	29	uniform	1	AFA
ENSG00000132424.10	PNISR	-0.0486939122822923	31	uniform	3	AFA
ENSG00000105492.11	SIGLEC6	-0.0486932585325522	31	uniform	1	AFA
ENSG00000129071.5	MBD4	-0.0486903996592021	31	uniform	2	AFA
ENSG00000138698.10	RAP1GDS1	-0.0486102066137946	31	uniform	3	AFA
ENSG00000104432.8	IL7	-0.0486056196646258	31	uniform	2	AFA
ENSG00000101082.9	SLA2	-0.0485763655955182	31	uniform	3	AFA
ENSG00000175354.14	PTPN2	-0.0485654759021191	15	uniform	2	AFA
ENSG00000167670.11	CHAF1A	-0.0485584466389493	31	uniform	3	AFA
ENSG00000105698.10	USF2	-0.0485551050811486	29	uniform	1	AFA
ENSG00000138413.9	IDH1	-0.048538805010599	31	distance	3	AFA
ENSG00000072121.11	ZFYVE26	-0.0485370289130602	31	uniform	1	AFA
ENSG00000070423.13	RNF126	-0.0485105128366282	31	uniform	2	AFA
ENSG00000115317.7	HTRA2	-0.0485033959503605	31	uniform	1	AFA
ENSG00000133706.13	LARS	-0.0485031409847419	29	uniform	3	AFA
ENSG00000143157.7	POGK	-0.0485002652461996	29	uniform	3	AFA
ENSG00000169223.10	LMAN2	-0.0484821897260776	15	uniform	2	AFA
ENSG00000126602.6	TRAP1	-0.0484448594068589	31	uniform	3	AFA
ENSG00000157212.14	PAXIP1	-0.0484375873863351	31	uniform	1	AFA
ENSG00000117971.7	CHRNB4	-0.0484317584382405	25	uniform	1	AFA
ENSG00000169469.7	SPRR1B	-0.0483713904291164	31	uniform	3	AFA
ENSG00000139546.6	TARBP2	-0.0483611332110019	27	uniform	1	AFA
ENSG00000178741.7	COX5A	-0.048338857089161	31	uniform	1	AFA
ENSG00000126653.11	NSRP1	-0.0483206804657139	31	uniform	3	AFA
ENSG00000127980.11	PEX1	-0.0483183092565692	31	uniform	3	AFA
ENSG00000171861.6	RNMTL1	-0.048304213600912	27	uniform	1	AFA
ENSG00000134049.3	IER3IP1	-0.0482883653706903	25	uniform	3	AFA
ENSG00000130313.2	PGLS	-0.0482666576969355	29	uniform	2	AFA
ENSG00000175691.8	ZNF77	-0.0482554840366943	29	uniform	1	AFA
ENSG00000160959.3	LRRC14	-0.0482298349111637	31	distance	3	AFA
ENSG00000079101.12	CLUL1	-0.0482261518314606	23	distance	3	AFA
ENSG00000196372.8	ASB13	-0.0482201120761916	15	uniform	1	AFA
ENSG00000104886.4	PLEKHJ1	-0.048203455215814	27	uniform	3	AFA
ENSG00000064932.11	SBNO2	-0.0481987649047604	23	uniform	3	AFA
ENSG00000138346.10	DNA2	-0.0481986803923658	29	uniform	2	AFA
ENSG00000134780.5	DAGLA	-0.0481782342779899	23	uniform	3	AFA
ENSG00000103037.7	SETD6	-0.0481755582970786	25	uniform	1	AFA
ENSG00000105607.8	GCDH	-0.0481488012471688	27	uniform	3	AFA
ENSG00000168131.2	OR2B2	-0.0481324492725493	29	uniform	1	AFA
ENSG00000174238.10	PITPNA	-0.0481272922979559	31	uniform	1	AFA
ENSG00000148730.6	EIF4EBP2	-0.0481133506496132	31	uniform	1	AFA
ENSG00000135372.4	NAT10	-0.0480778629856235	21	uniform	3	AFA
ENSG00000138399.13	FASTKD1	-0.0480603949871658	29	distance	3	AFA
ENSG00000103994.12	ZNF106	-0.0480541690920964	25	uniform	3	AFA
ENSG00000163512.9	AZI2	-0.0480508444197812	31	uniform	1	AFA
ENSG00000103353.11	UBFD1	-0.0480402796715169	31	uniform	1	AFA
ENSG00000139990.13	DCAF5	-0.0480145101970674	31	uniform	1	AFA
ENSG00000144354.9	CDCA7	-0.0479894364793828	23	uniform	1	AFA
ENSG00000154511.7	FAM69A	-0.0479892168930254	31	distance	3	AFA
ENSG00000120963.7	ZNF706	-0.0479498618009107	27	uniform	1	AFA
ENSG00000140044.8	JDP2	-0.047944219222336	19	uniform	1	AFA
ENSG00000010270.9	STARD3NL	-0.0478911672222195	31	distance	2	AFA
ENSG00000171843.11	MLLT3	-0.047877833198064	23	uniform	2	AFA
ENSG00000187514.10	PTMA	-0.0478736748575369	31	uniform	1	AFA
ENSG00000143398.15	PIP5K1A	-0.0478517905014029	17	uniform	1	AFA
ENSG00000119689.10	DLST	-0.0478286021904175	27	distance	2	AFA
ENSG00000119599.12	DCAF4	-0.0478278928735826	21	uniform	2	AFA
ENSG00000160679.8	CHTOP	-0.0478239954099058	23	distance	1	AFA
ENSG00000158296.9	SLC13A3	-0.0477780558484508	27	distance	2	AFA
ENSG00000067533.5	RRP15	-0.0477683091015118	31	uniform	2	AFA
ENSG00000171466.5	ZNF562	-0.047754131654523	29	uniform	3	AFA
ENSG00000171466.5	ZNF562	-0.047754131654523	29	uniform	3	AFA
ENSG00000196396.5	PTPN1	-0.0477425015081645	31	uniform	1	AFA
ENSG00000135801.5	TAF5L	-0.0477412239052822	23	uniform	1	AFA
ENSG00000117569.13	PTBP2	-0.0477386006729242	29	distance	1	AFA
ENSG00000151948.7	GLT1D1	-0.0477126556818867	23	distance	3	AFA
ENSG00000119705.5	SLIRP	-0.0476990279269152	29	distance	1	AFA
ENSG00000104408.5	EIF3E	-0.0476932915343805	31	uniform	2	AFA
ENSG00000183607.5	GKN2	-0.0476876778536328	29	uniform	1	AFA
ENSG00000257949.2	TEN1	-0.0476843371997458	27	uniform	3	AFA
ENSG00000205403.8	CFI	-0.0476689748527385	17	uniform	1	AFA
ENSG00000170759.10	KIF5B	-0.0476491507175764	29	distance	1	AFA
ENSG00000110324.5	IL10RA	-0.0476364208691206	29	distance	1	AFA
ENSG00000096996.10	IL12RB1	-0.047618891105851	31	uniform	1	AFA
ENSG00000239900.6	ADSL	-0.0476040341859398	27	uniform	3	AFA
ENSG00000076248.6	UNG	-0.0475911610998122	31	uniform	3	AFA
ENSG00000188295.10	ZNF669	-0.0475726587668099	31	uniform	3	AFA
ENSG00000110665.7	C11orf21	-0.047548786579865	31	distance	2	AFA
ENSG00000127948.9	POR	-0.0475308230016216	31	uniform	1	AFA
ENSG00000111229.11	ARPC3	-0.0475165174836643	25	distance	3	AFA
ENSG00000123989.9	CHPF	-0.047507263844629	25	uniform	3	AFA
ENSG00000112877.6	CEP72	-0.047495782711621	31	distance	3	AFA
ENSG00000165029.11	ABCA1	-0.0474830417665295	29	uniform	3	AFA
ENSG00000256515.3	CCL3L3	-0.0474762825112182	27	uniform	2	AFA
ENSG00000122557.5	HERPUD2	-0.0474504539643787	31	uniform	1	AFA
ENSG00000119013.4	NDUFB3	-0.0474417349296695	29	uniform	2	AFA
ENSG00000170866.7	LILRA3	-0.0474262209199298	31	uniform	1	AFA
ENSG00000148444.11	COMMD3	-0.0474132681698832	31	uniform	1	AFA
ENSG00000130147.11	SH3BP4	-0.0474060709958189	29	uniform	3	AFA
ENSG00000135213.8	POM121C	-0.047392667262772	27	distance	2	AFA
ENSG00000167930.11	ITFG3	-0.0473840559536024	27	uniform	1	AFA
ENSG00000104823.4	ECH1	-0.047368324893671	21	distance	2	AFA
ENSG00000165629.15	ATP5C1	-0.0473495121282107	31	uniform	1	AFA
ENSG00000175756.9	AURKAIP1	-0.0473392070668341	29	distance	3	AFA
ENSG00000068745.10	IP6K2	-0.0473122963964717	31	uniform	3	AFA
ENSG00000125844.10	RRBP1	-0.0473109998087658	31	uniform	2	AFA
ENSG00000121671.7	CRY2	-0.0472994451713001	29	distance	3	AFA
ENSG00000167191.7	GPRC5B	-0.0472764841300457	27	distance	1	AFA
ENSG00000137103.12	TMEM8B	-0.0472725312169262	21	distance	1	AFA
ENSG00000136522.9	MRPL47	-0.0472604553510381	31	uniform	1	AFA
ENSG00000198860.7	TSEN15	-0.0472580424468283	29	uniform	3	AFA
ENSG00000071462.7	WBSCR22	-0.04725702985499	29	uniform	1	AFA
ENSG00000124191.12	TOX2	-0.0472515038234848	31	uniform	3	AFA
ENSG00000150316.7	CWC15	-0.0472461724906677	23	uniform	3	AFA
ENSG00000154146.7	NRGN	-0.04723321520839	27	uniform	1	AFA
ENSG00000131446.11	MGAT1	-0.0472229004849045	23	distance	3	AFA
ENSG00000133318.9	RTN3	-0.0472028368231776	29	uniform	2	AFA
ENSG00000103326.6	CAPN15	-0.0471979603787652	29	uniform	2	AFA
ENSG00000104946.6	TBC1D17	-0.047187178181457	23	uniform	3	AFA
ENSG00000161642.13	ZNF385A	-0.0471689759817665	21	uniform	2	AFA
ENSG00000101654.13	RNMT	-0.0471640258837759	31	uniform	1	AFA
ENSG00000135519.6	KCNH3	-0.0471614393077399	15	distance	3	AFA
ENSG00000152217.12	SETBP1	-0.0471337301038037	31	uniform	3	AFA
ENSG00000206418.3	RAB12	-0.0471328216867381	29	distance	3	AFA
ENSG00000187815.5	ZFP69	-0.0471265663200457	19	uniform	2	AFA
ENSG00000075426.7	FOSL2	-0.047126113499607	31	uniform	3	AFA
ENSG00000080546.9	SESN1	-0.0471156872045818	31	uniform	1	AFA
ENSG00000111670.10	GNPTAB	-0.0470870724801953	31	uniform	1	AFA
ENSG00000101695.4	RNF125	-0.0470682139541655	29	distance	3	AFA
ENSG00000118689.10	FOXO3	-0.0470657564418653	29	uniform	1	AFA
ENSG00000035720.3	STAP1	-0.0470287342483265	31	uniform	1	AFA
ENSG00000077044.5	DGKD	-0.0469924247725326	27	distance	2	AFA
ENSG00000171303.5	KCNK3	-0.0469762331480931	13	uniform	1	AFA
ENSG00000197429.6	IPP	-0.0469714335021038	29	uniform	2	AFA
ENSG00000144283.17	PKP4	-0.0469566847446541	27	distance	1	AFA
ENSG00000165688.7	PMPCA	-0.0469529981657196	21	distance	1	AFA
ENSG00000100139.9	MICALL1	-0.0469513338942373	11	uniform	3	AFA
ENSG00000101265.11	RASSF2	-0.046930816330082	31	uniform	3	AFA
ENSG00000115758.8	ODC1	-0.0469280964925723	15	uniform	3	AFA
ENSG00000062725.5	APPBP2	-0.0468961854309759	31	uniform	3	AFA
ENSG00000099985.3	OSM	-0.0468862759551241	29	uniform	1	AFA
ENSG00000123933.10	MXD4	-0.0468698840133545	17	distance	1	AFA
ENSG00000080910.6	CFHR2	-0.0468068484891353	27	uniform	1	AFA
ENSG00000103245.9	NARFL	-0.0467811140516803	15	distance	2	AFA
ENSG00000203772.6	SPRN	-0.0467597045033715	31	uniform	1	AFA
ENSG00000167283.3	ATP5L	-0.0467503851474928	29	uniform	3	AFA
ENSG00000139842.10	CUL4A	-0.0467386350360452	31	distance	1	AFA
ENSG00000123607.10	TTC21B	-0.0467382025102922	31	uniform	1	AFA
ENSG00000105011.4	ASF1B	-0.0467361857206297	31	uniform	2	AFA
ENSG00000013275.3	PSMC4	-0.0467283006275327	31	uniform	3	AFA
ENSG00000204577.7	LILRB3	-0.0467109400773935	29	uniform	3	AFA
ENSG00000163714.13	U2SURP	-0.0467104558064798	7	distance	3	AFA
ENSG00000010072.11	SPRTN	-0.0466616241105664	29	distance	2	AFA
ENSG00000120370.8	GORAB	-0.0466468222282149	25	uniform	3	AFA
ENSG00000119231.6	SENP5	-0.0466240601870823	31	uniform	3	AFA
ENSG00000204414.7	CSHL1	-0.0465677407636099	31	uniform	2	AFA
ENSG00000180329.9	CCDC43	-0.0465551334688655	29	uniform	1	AFA
ENSG00000138829.6	FBN2	-0.0465399248691174	19	distance	1	AFA
ENSG00000180957.13	PITPNB	-0.0465268754819562	31	uniform	2	AFA
ENSG00000159714.6	ZDHHC1	-0.046519291086895	29	uniform	2	AFA
ENSG00000130748.6	TMEM160	-0.0465156620615697	31	uniform	3	AFA
ENSG00000196967.6	ZNF585A	-0.0465056203332826	31	uniform	1	AFA
ENSG00000121236.15	TRIM6	-0.0465030970712424	31	uniform	1	AFA
ENSG00000164117.8	FBXO8	-0.0464753285907848	27	distance	3	AFA
ENSG00000101162.3	TUBB1	-0.0464667779131247	31	distance	2	AFA
ENSG00000178795.5	GDPD4	-0.0464636612809658	31	uniform	1	AFA
ENSG00000178691.6	SUZ12	-0.0464499936832214	31	uniform	1	AFA
ENSG00000244045.5	TMEM199	-0.0464265907485442	29	uniform	1	AFA
ENSG00000122678.10	POLM	-0.0464027508949807	19	distance	3	AFA
ENSG00000069329.11	VPS35	-0.0463940945441047	31	uniform	1	AFA
ENSG00000176410.7	DNAJC30	-0.0463658980661184	31	uniform	3	AFA
ENSG00000183960.4	KCNH8	-0.0463498612168501	25	distance	3	AFA
ENSG00000184922.9	FMNL1	-0.0463416531590572	19	distance	3	AFA
ENSG00000181038.9	METTL23	-0.0463116582066228	31	distance	1	AFA
ENSG00000072110.9	ACTN1	-0.0463100280070796	25	distance	3	AFA
ENSG00000107669.13	ATE1	-0.0463072311878558	21	uniform	1	AFA
ENSG00000152229.14	PSTPIP2	-0.0463024799881667	25	uniform	1	AFA
ENSG00000198858.5	R3HDM4	-0.0462952838789521	21	uniform	3	AFA
ENSG00000116747.8	TROVE2	-0.0462926952277943	31	uniform	2	AFA
ENSG00000158092.2	NCK1	-0.0462751490851577	29	uniform	3	AFA
ENSG00000198398.2	TMEM207	-0.0462670873485802	31	uniform	2	AFA
ENSG00000182957.10	SPATA13	-0.0462565136237742	31	uniform	1	AFA
ENSG00000164889.8	SLC4A2	-0.046251979965856	31	distance	1	AFA
ENSG00000100583.4	SAMD15	-0.0462386965842817	27	distance	1	AFA
ENSG00000125875.9	TBC1D20	-0.0462260421398993	31	uniform	1	AFA
ENSG00000109332.15	UBE2D3	-0.0462091155801147	23	uniform	3	AFA
ENSG00000067225.13	PKM	-0.0461879673435365	27	uniform	3	AFA
ENSG00000105991.7	HOXA1	-0.0461606159806485	29	uniform	3	AFA
ENSG00000214274.5	ANG	-0.0461460876179033	31	uniform	2	AFA
ENSG00000121410.7	A1BG	-0.0461446330065082	23	distance	3	AFA
ENSG00000221955.6	SLC12A8	-0.0461312283036155	17	uniform	1	AFA
ENSG00000162616.8	DNAJB4	-0.0461014556174834	27	distance	3	AFA
ENSG00000168438.9	CDC40	-0.0460976662823042	25	uniform	3	AFA
ENSG00000013441.11	CLK1	-0.0460960219011134	29	distance	3	AFA
ENSG00000067064.6	IDI1	-0.04609137743539	17	distance	1	AFA
ENSG00000118707.5	TGIF2	-0.0460572122158875	27	uniform	1	AFA
ENSG00000162654.8	GBP4	-0.0460369664840758	23	uniform	1	AFA
ENSG00000130305.12	NSUN5	-0.0460078210150948	31	uniform	1	AFA
ENSG00000175505.9	CLCF1	-0.0460028165223927	19	distance	2	AFA
ENSG00000139946.5	PELI2	-0.0460010551864897	15	uniform	3	AFA
ENSG00000111348.4	ARHGDIB	-0.0459681979071127	23	uniform	3	AFA
ENSG00000133874.1	RNF122	-0.0459608098979323	21	uniform	1	AFA
ENSG00000182973.14	CNOT10	-0.0459555346828144	17	uniform	1	AFA
ENSG00000166800.5	LDHAL6A	-0.0459435144055349	31	distance	2	AFA
ENSG00000197056.5	ZMYM1	-0.0459284492616434	31	distance	1	AFA
ENSG00000141076.13	CIRH1A	-0.045881438246189	27	uniform	3	AFA
ENSG00000160888.6	IER2	-0.0458710363049356	31	distance	1	AFA
ENSG00000142552.3	RCN3	-0.0458594505121377	27	uniform	1	AFA
ENSG00000109133.8	TMEM33	-0.045856145706492	31	distance	1	AFA
ENSG00000134352.15	IL6ST	-0.0458549995165786	29	uniform	3	AFA
ENSG00000087365.10	SF3B2	-0.045846824404651	15	distance	3	AFA
ENSG00000135336.9	ORC3	-0.0458324551921312	29	uniform	3	AFA
ENSG00000137462.6	TLR2	-0.0458291227851922	27	distance	1	AFA
ENSG00000154127.5	UBASH3B	-0.0458284487397846	31	uniform	2	AFA
ENSG00000112759.12	SLC29A1	-0.0458071450137698	23	uniform	2	AFA
ENSG00000162441.7	LZIC	-0.0458033479867928	23	distance	3	AFA
ENSG00000213064.4	SFT2D2	-0.0458012892262674	31	uniform	1	AFA
ENSG00000177576.6	C18orf32	-0.0457807676966133	19	distance	1	AFA
ENSG00000108506.7	INTS2	-0.0457497391161916	27	uniform	3	AFA
ENSG00000197226.8	TBC1D9B	-0.0457487366703097	31	distance	3	AFA
ENSG00000111832.8	RWDD1	-0.0457268958739297	29	distance	2	AFA
ENSG00000105700.6	KXD1	-0.045726822138537	29	uniform	1	AFA
ENSG00000078140.9	UBE2K	-0.0457194010112324	31	uniform	1	AFA
ENSG00000141959.12	PFKL	-0.045702508056274	31	distance	1	AFA
ENSG00000163283.6	ALPP	-0.0456954080864993	31	uniform	3	AFA
ENSG00000130590.9	SAMD10	-0.0456939262497541	31	uniform	1	AFA
ENSG00000163930.5	BAP1	-0.045688755072147	31	uniform	3	AFA
ENSG00000239713.3	APOBEC3G	-0.0456505123437821	29	distance	1	AFA
ENSG00000092850.7	TEKT2	-0.0456415716201269	21	uniform	1	AFA
ENSG00000205323.4	SARNP	-0.0456213527922764	31	uniform	1	AFA
ENSG00000179709.4	NLRP8	-0.0456125906115156	31	distance	1	AFA
ENSG00000181472.4	ZBTB2	-0.0455951974759515	29	uniform	1	AFA
ENSG00000089597.12	GANAB	-0.0455734114482681	19	uniform	1	AFA
ENSG00000116044.11	NFE2L2	-0.0455708995348313	27	distance	1	AFA
ENSG00000122223.8	CD244	-0.0455455535876163	29	uniform	1	AFA
ENSG00000160255.12	ITGB2	-0.0455258199998013	31	uniform	3	AFA
ENSG00000143612.14	C1orf43	-0.045503243845463	29	uniform	3	AFA
ENSG00000076321.6	KLHL20	-0.0454886369845052	31	uniform	3	AFA
ENSG00000168754.9	FAM178B	-0.045484968924722	31	uniform	1	AFA
ENSG00000150337.9	FCGR1A	-0.0454793103275463	31	uniform	1	AFA
ENSG00000163218.10	PGLYRP4	-0.0454642511713615	29	uniform	1	AFA
ENSG00000087470.13	DNM1L	-0.0454543132234589	25	uniform	3	AFA
ENSG00000151065.9	DCP1B	-0.0454521732711	9	distance	3	AFA
ENSG00000100897.13	DCAF11	-0.0454201421782884	29	uniform	3	AFA
ENSG00000130731.11	C16orf13	-0.0454176073548889	31	uniform	3	AFA
ENSG00000119408.12	NEK6	-0.045415373820664	29	distance	1	AFA
ENSG00000140553.12	UNC45A	-0.0454053824098606	31	uniform	3	AFA
ENSG00000113552.11	GNPDA1	-0.0453996610655963	31	uniform	3	AFA
ENSG00000010803.12	SCMH1	-0.0453897603278141	25	uniform	2	AFA
ENSG00000106785.10	TRIM14	-0.045382446216156	31	distance	1	AFA
ENSG00000137193.9	PIM1	-0.0453788645458402	25	uniform	1	AFA
ENSG00000118308.10	LRMP	-0.0453483022303755	23	uniform	1	AFA
ENSG00000105810.5	CDK6	-0.0453223085226714	31	uniform	2	AFA
ENSG00000109466.9	KLHL2	-0.0453147953580699	19	uniform	3	AFA
ENSG00000119041.6	GTF3C3	-0.0453070674626894	17	uniform	1	AFA
ENSG00000172809.8	RPL38	-0.045290428625066	27	uniform	1	AFA
ENSG00000115274.10	INO80B	-0.0452755901017294	31	distance	1	AFA
ENSG00000075884.8	ARHGAP15	-0.0452540770512505	19	uniform	2	AFA
ENSG00000137154.8	RPS6	-0.0452508849989221	31	uniform	1	AFA
ENSG00000115657.8	ABCB6	-0.0452497849930304	31	distance	1	AFA
ENSG00000204386.6	NEU1	-0.0452304316705819	31	distance	3	AFA
ENSG00000125944.14	HNRNPR	-0.0452278399150906	29	distance	3	AFA
ENSG00000272514.1	C6ORF165	-0.0452250110597514	11	distance	1	AFA
ENSG00000136935.9	GOLGA1	-0.0451952418941267	25	distance	2	AFA
ENSG00000109771.11	LRP2BP	-0.0451948493914555	27	uniform	1	AFA
ENSG00000180233.9	ZNRF2	-0.045157335642649	23	uniform	2	AFA
ENSG00000171204.8	TMEM126B	-0.0451355941904855	31	uniform	3	AFA
ENSG00000215784.4	FAM72D	-0.0451228680528801	19	uniform	1	AFA
ENSG00000198771.6	RCSD1	-0.0451197076793429	25	distance	3	AFA
ENSG00000214265.6	SNURF	-0.0451092564156632	31	uniform	1	AFA
ENSG00000182934.7	SRPR	-0.04510110674974	25	uniform	1	AFA
ENSG00000163466.11	ARPC2	-0.0450898631445301	31	uniform	1	AFA
ENSG00000027697.8	IFNGR1	-0.0450873675751087	29	distance	1	AFA
ENSG00000109083.9	IFT20	-0.0450721756638393	21	uniform	1	AFA
ENSG00000169410.5	PTPN9	-0.0450569653492358	29	uniform	3	AFA
ENSG00000167491.12	GATAD2A	-0.0450534866937282	19	distance	1	AFA
ENSG00000146223.10	RPL7L1	-0.0450452522176833	31	uniform	2	AFA
ENSG00000169877.5	AHSP	-0.0450218527760046	31	distance	1	AFA
ENSG00000116679.11	IVNS1ABP	-0.0450158564260534	29	uniform	1	AFA
ENSG00000160325.10	CACFD1	-0.0449950820354475	31	distance	2	AFA
ENSG00000111727.7	HCFC2	-0.0449856812973205	31	distance	1	AFA
ENSG00000096654.11	ZNF184	-0.0449139057772133	31	uniform	2	AFA
ENSG00000023909.5	GCLM	-0.0448930879261991	27	uniform	1	AFA
ENSG00000125304.8	TM9SF2	-0.0448886651663898	25	uniform	2	AFA
ENSG00000114784.3	EIF1B	-0.0448820428204554	19	uniform	1	AFA
ENSG00000114853.9	ZBTB47	-0.0448820419657789	15	uniform	1	AFA
ENSG00000112308.8	C6orf62	-0.0448698440586295	31	uniform	1	AFA
ENSG00000182544.8	MFSD5	-0.0448554758561939	29	uniform	1	AFA
ENSG00000121022.9	COPS5	-0.0448406608082236	31	uniform	3	AFA
ENSG00000169288.13	MRPL1	-0.0448298203296594	29	distance	2	AFA
ENSG00000145332.9	KLHL8	-0.044826577890619	31	uniform	3	AFA
ENSG00000188921.11	PTPLAD2	-0.0447997665444207	31	distance	1	AFA
ENSG00000108654.7	DDX5	-0.0447992253027347	29	uniform	3	AFA
ENSG00000141905.13	NFIC	-0.0447821753332658	31	uniform	3	AFA
ENSG00000128059.4	PPAT	-0.0447793298508697	29	uniform	3	AFA
ENSG00000119004.10	CYP20A1	-0.0447777081316	31	uniform	2	AFA
ENSG00000148218.11	ALAD	-0.0447720144054363	29	uniform	2	AFA
ENSG00000047621.7	C12orf4	-0.0447589535559798	31	uniform	3	AFA
ENSG00000040633.8	PHF23	-0.0447513304109962	27	uniform	2	AFA
ENSG00000149516.9	MS4A3	-0.0447265125667113	25	distance	3	AFA
ENSG00000111653.15	ING4	-0.0446855549052113	31	uniform	3	AFA
ENSG00000180113.11	TDRD6	-0.0446810970347485	31	distance	2	AFA
ENSG00000135119.10	RNFT2	-0.0446743755944236	31	distance	1	AFA
ENSG00000109103.7	UNC119	-0.0446684966053145	31	uniform	2	AFA
ENSG00000172493.16	AFF1	-0.0446585455490367	31	distance	3	AFA
ENSG00000141577.9	AZI1	-0.0446421131971697	27	uniform	2	AFA
ENSG00000092820.13	EZR	-0.0446385620139663	31	distance	1	AFA
ENSG00000181826.5	RELL1	-0.0446324365949065	29	distance	1	AFA
ENSG00000070476.10	ZXDC	-0.0446285350213207	31	uniform	3	AFA
ENSG00000102743.10	SLC25A15	-0.0446266556456943	31	distance	1	AFA
ENSG00000122877.9	EGR2	-0.0446029484822964	29	uniform	3	AFA
ENSG00000139637.9	C12orf10	-0.0445943773672623	25	distance	2	AFA
ENSG00000168876.4	ANKRD49	-0.0445891941099769	29	uniform	2	AFA
ENSG00000140280.9	LYSMD2	-0.0445862925355833	29	uniform	2	AFA
ENSG00000059378.8	PARP12	-0.0445595986083739	31	distance	1	AFA
ENSG00000167182.11	SP2	-0.0445485603602673	27	distance	1	AFA
ENSG00000154889.12	MPPE1	-0.0445463687045868	11	distance	2	AFA
ENSG00000058262.5	SEC61A1	-0.0445461617507652	27	uniform	3	AFA
ENSG00000183048.7	SLC25A10	-0.0445284177438756	25	uniform	2	AFA
ENSG00000135048.9	TMEM2	-0.0445018471605123	27	uniform	3	AFA
ENSG00000198624.8	CCDC69	-0.0444948513527498	27	distance	1	AFA
ENSG00000084112.10	SSH1	-0.0444934591197736	31	uniform	1	AFA
ENSG00000141627.9	DYM	-0.0444911853883027	31	uniform	2	AFA
ENSG00000144566.6	RAB5A	-0.0444523276541784	31	uniform	1	AFA
ENSG00000177311.6	ZBTB38	-0.0444358221407177	17	distance	1	AFA
ENSG00000131374.10	TBC1D5	-0.044420592251803	25	uniform	3	AFA
ENSG00000196636.7	ACN9	-0.0444173619784842	23	uniform	2	AFA
ENSG00000130304.12	SLC27A1	-0.0444111043458795	31	uniform	3	AFA
ENSG00000149212.6	SESN3	-0.044405348932045	29	uniform	1	AFA
ENSG00000136942.10	RPL35	-0.0443933141656147	29	distance	1	AFA
ENSG00000149182.10	ARFGAP2	-0.0443822182791516	23	uniform	1	AFA
ENSG00000066136.15	NFYC	-0.0443805916025982	31	distance	1	AFA
ENSG00000110031.8	LPXN	-0.0443742957625251	31	uniform	3	AFA
ENSG00000186866.12	POFUT2	-0.0443476663079685	29	uniform	2	AFA
ENSG00000266173.1	STRADA	-0.0443052979889674	11	distance	2	AFA
ENSG00000116985.6	BMP8B	-0.0442907310548908	23	uniform	3	AFA
ENSG00000187037.4	GPR141	-0.044259429484922	21	uniform	3	AFA
ENSG00000062282.10	DGAT2	-0.0442339522569231	27	distance	1	AFA
ENSG00000105287.8	PRKD2	-0.0442163239890311	31	uniform	3	AFA
ENSG00000125454.7	SLC25A19	-0.0442160925068393	29	distance	3	AFA
ENSG00000124145.5	SDC4	-0.0442065048391823	19	uniform	1	AFA
ENSG00000008952.12	SEC62	-0.0441949929801416	31	uniform	1	AFA
ENSG00000168763.11	CNNM3	-0.0441865479562006	15	uniform	2	AFA
ENSG00000186716.15	BCR	-0.0441572508271746	31	distance	1	AFA
ENSG00000164576.7	SAP30L	-0.0441103489198518	31	distance	1	AFA
ENSG00000178127.8	NDUFV2	-0.0441016650048578	31	uniform	3	AFA
ENSG00000112033.9	PPARD	-0.0440844759292521	25	distance	1	AFA
ENSG00000138867.12	GUCD1	-0.0440840850230584	15	uniform	2	AFA
ENSG00000038427.11	VCAN	-0.0440716625597605	27	uniform	1	AFA
